dt,ad_id,source,channel,pull_uv,active_uv,new_uv,att_active_uv,att_new_uv,att_success_rate,d0_income,d1_income,d3_income,d7_income,d14_income,d30_income,d90_income,dn_income,extra
2026-02-28,69897ba79413e363e7ed59cd,putreport,link,18.0,2.0,2.0,,,20.0,0.63,0.63,0.8,1.02,1.02,1.02,1.02,1.02,"{""attributionsuccessrate"": 20.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.06, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 1.02, ""d11income"": 1.02, ""d120income"": 1.02, ""d12income"": 1.02, ""d13income"": 1.02, ""d14re"": 0.0, ""d150income"": 1.02, ""d15income"": 1.02, ""d16income"": 1.02, ""d17income"": 1.02, ""d180income"": 1.02, ""d18income"": 1.02, ""d19income"": 1.02, ""d1re"": 0.0, ""d20income"": 1.02, ""d21income"": 1.02, ""d22income"": 1.02, ""d23income"": 1.02, ""d240income"": 1.02, ""d24income"": 1.02, ""d25income"": 1.02, ""d26income"": 1.02, ""d27income"": 1.02, ""d28income"": 1.02, ""d29income"": 1.02, ""d2re"": 50.0, ""d30re"": 0.0, ""d31income"": 1.02, ""d32income"": 1.02, ""d33income"": 1.02, ""d34income"": 1.02, ""d35income"": 1.02, ""d3re"": 0.0, ""d45income"": 1.02, ""d60income"": 1.02, ""d60re"": 0.0, ""d6income"": 1.02, ""d75income"": 1.02, ""d7re"": 0.0, ""d8income"": 1.02, ""d90re"": 0.0, ""d9income"": 1.02, ""ecpm"": 0.0, ""guid"": ""36de4e9b-e955-824a-fb2b-020033128d00"", ""h5landingpageclickrate"": 100.0, ""h5landingpageclicks"": 40.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 40.0, ""h5landingpageimpressionusernum"": 18.0, ""impressions"": 0.0, ""ipu"": 115.0, ""ir"": 0.0, ""launchusernum"": 10.0, ""linkclicks"": 0.0, ""newadsincome"": 0.63, ""newarpu"": 0.315, ""newinstallnum"": 1.0, ""newinstallper"": 50.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.63, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-02-28,6989be9989171a84dcdeff47,putreport,link,14.0,1.0,1.0,,,16.66,0.0,,,,,0.05,0.05,0.05,"{""attributionsuccessrate"": 16.66, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d120income"": 0.05, ""d14re"": 0.0, ""d150income"": 0.05, ""d180income"": 0.05, ""d1re"": 0.0, ""d240income"": 0.05, ""d26income"": 0.01, ""d27income"": 0.05, ""d28income"": 0.05, ""d29income"": 0.05, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 0.05, ""d32income"": 0.05, ""d33income"": 0.05, ""d34income"": 0.05, ""d35income"": 0.05, ""d3re"": 0.0, ""d45income"": 0.05, ""d60income"": 0.05, ""d60re"": 0.0, ""d75income"": 0.05, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""36de4e9b-e955-824a-fb2b-020010128d00"", ""h5landingpageclickrate"": 100.0, ""h5landingpageclicks"": 21.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 21.0, ""h5landingpageimpressionusernum"": 14.0, ""impressions"": 0.0, ""ipu"": 5.0, ""ir"": 0.0, ""launchusernum"": 6.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.005, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-02-28,698b33e6e960a01544c07c2c,putreport,link,9.0,1.0,1.0,,,20.0,0.01,0.01,0.04,0.05,0.05,0.05,0.05,0.05,"{""attributionsuccessrate"": 20.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 0.05, ""d11income"": 0.05, ""d120income"": 0.05, ""d12income"": 0.05, ""d13income"": 0.05, ""d14re"": 0.0, ""d150income"": 0.05, ""d15income"": 0.05, ""d16income"": 0.05, ""d17income"": 0.05, ""d180income"": 0.05, ""d18income"": 0.05, ""d19income"": 0.05, ""d1re"": 0.0, ""d20income"": 0.05, ""d21income"": 0.05, ""d22income"": 0.05, ""d23income"": 0.05, ""d240income"": 0.05, ""d24income"": 0.05, ""d25income"": 0.05, ""d26income"": 0.05, ""d27income"": 0.05, ""d28income"": 0.05, ""d29income"": 0.05, ""d2re"": 100.0, ""d30re"": 0.0, ""d31income"": 0.05, ""d32income"": 0.05, ""d33income"": 0.05, ""d34income"": 0.05, ""d35income"": 0.05, ""d3re"": 0.0, ""d45income"": 0.05, ""d60income"": 0.05, ""d60re"": 0.0, ""d6income"": 0.05, ""d75income"": 0.05, ""d7re"": 0.0, ""d8income"": 0.05, ""d90re"": 0.0, ""d9income"": 0.05, ""ecpm"": 0.0, ""guid"": ""3dde4e9b-e955-824a-90ff-010081168d00"", ""h5landingpageclickrate"": 93.75, ""h5landingpageclicks"": 15.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 16.0, ""h5landingpageimpressionusernum"": 9.0, ""impressions"": 0.0, ""ipu"": 30.0, ""ir"": 0.0, ""launchusernum"": 5.0, ""linkclicks"": 0.0, ""newadsincome"": 0.01, ""newarpu"": 0.015, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.01, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-02-28,699ea6943253840f7af501f4,putreport,link,4.0,1.0,1.0,,,25.0,0.1,0.1,0.1,0.1,0.1,0.14,0.14,0.14,"{""attributionsuccessrate"": 25.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.01, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 0.1, ""d11income"": 0.1, ""d120income"": 0.14, ""d12income"": 0.1, ""d13income"": 0.1, ""d14re"": 0.0, ""d150income"": 0.14, ""d15income"": 0.1, ""d16income"": 0.1, ""d17income"": 0.14, ""d180income"": 0.14, ""d18income"": 0.14, ""d19income"": 0.14, ""d1re"": 0.0, ""d20income"": 0.14, ""d21income"": 0.14, ""d22income"": 0.14, ""d23income"": 0.14, ""d240income"": 0.14, ""d24income"": 0.14, ""d25income"": 0.14, ""d26income"": 0.14, ""d27income"": 0.14, ""d28income"": 0.14, ""d29income"": 0.14, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 0.14, ""d32income"": 0.14, ""d33income"": 0.14, ""d34income"": 0.14, ""d35income"": 0.14, ""d3re"": 0.0, ""d45income"": 0.14, ""d60income"": 0.14, ""d60re"": 0.0, ""d6income"": 0.1, ""d75income"": 0.14, ""d7re"": 0.0, ""d8income"": 0.1, ""d90re"": 0.0, ""d9income"": 0.1, ""ecpm"": 0.0, ""guid"": ""74f74e9b-e955-834a-2495-0100666a8c00"", ""h5landingpageclickrate"": 66.66, ""h5landingpageclicks"": 4.0, ""h5landingpagecompleteview"": 2.0, ""h5landingpagecompleteviewusernum"": 2.0, ""h5landingpageimpressions"": 6.0, ""h5landingpageimpressionusernum"": 5.0, ""impressions"": 0.0, ""ipu"": 151.0, ""ir"": 0.0, ""launchusernum"": 4.0, ""linkclicks"": 0.0, ""newadsincome"": 0.1, ""newarpu"": 0.105, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.1, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-02-28,699f00ea194eb218db3c2274,putreport,link,10.0,1.0,1.0,,,9.09,0.09,0.12,0.12,0.12,12.17,36.16,36.16,36.16,"{""attributionsuccessrate"": 9.09, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 12.17, ""d11income"": 12.17, ""d120income"": 36.16, ""d12income"": 12.17, ""d13income"": 12.17, ""d14re"": 100.0, ""d150income"": 36.16, ""d15income"": 12.17, ""d16income"": 24.17, ""d17income"": 24.17, ""d180income"": 36.16, ""d18income"": 24.17, ""d19income"": 24.17, ""d1re"": 100.0, ""d20income"": 24.17, ""d21income"": 24.17, ""d22income"": 24.17, ""d23income"": 36.16, ""d240income"": 36.16, ""d24income"": 36.16, ""d25income"": 36.16, ""d26income"": 36.16, ""d27income"": 36.16, ""d28income"": 36.16, ""d29income"": 36.16, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 36.16, ""d32income"": 36.16, ""d33income"": 36.16, ""d34income"": 36.16, ""d35income"": 36.16, ""d3re"": 0.0, ""d45income"": 36.16, ""d60income"": 36.16, ""d60re"": 0.0, ""d6income"": 0.12, ""d75income"": 36.16, ""d7re"": 0.0, ""d8income"": 0.16, ""d90re"": 0.0, ""d9income"": 12.17, ""ecpm"": 0.0, ""guid"": ""31f04e9b-e955-834a-6097-0700bf638c00"", ""h5landingpageclickrate"": 47.82, ""h5landingpageclicks"": 11.0, ""h5landingpagecompleteview"": 2.0, ""h5landingpagecompleteviewusernum"": 2.0, ""h5landingpageimpressions"": 23.0, ""h5landingpageimpressionusernum"": 14.0, ""impressions"": 0.0, ""ipu"": 179.0, ""ir"": 0.0, ""launchusernum"": 11.0, ""linkclicks"": 0.0, ""newadsincome"": 0.09, ""newarpu"": 0.091, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 1.0, ""subrate"": 100.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.09, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-02-28,699fed5e5e14daecdb0bbea8,putreport,link,118.0,1.0,1.0,,,0.99,0.0,,,,,0.07,1.28,1.62,"{""attributionsuccessrate"": 0.99, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d120income"": 1.28, ""d14re"": 0.0, ""d150income"": 1.62, ""d180income"": 1.62, ""d1re"": 0.0, ""d240income"": 1.62, ""d29income"": 0.07, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 0.07, ""d32income"": 0.07, ""d33income"": 0.07, ""d34income"": 0.07, ""d35income"": 0.07, ""d3re"": 0.0, ""d45income"": 0.07, ""d60income"": 0.77, ""d60re"": 0.0, ""d75income"": 1.27, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""03f24e9b-e955-834a-4c1c-040000668c00"", ""h5landingpageclickrate"": 97.08, ""h5landingpageclicks"": 266.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 274.0, ""h5landingpageimpressionusernum"": 119.0, ""impressions"": 0.0, ""ipu"": 0.0, ""ir"": 0.0, ""launchusernum"": 101.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.0, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-02-28,69a04b314d75f37415f9d74c,putreport,link,11.0,2.0,2.0,,,14.28,1.09,5.03,5.37,5.37,5.37,5.37,5.37,5.37,"{""attributionsuccessrate"": 14.28, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.1, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 5.37, ""d11income"": 5.37, ""d120income"": 5.37, ""d12income"": 5.37, ""d13income"": 5.37, ""d14re"": 0.0, ""d150income"": 5.37, ""d15income"": 5.37, ""d16income"": 5.37, ""d17income"": 5.37, ""d180income"": 5.37, ""d18income"": 5.37, ""d19income"": 5.37, ""d1re"": 50.0, ""d20income"": 5.37, ""d21income"": 5.37, ""d22income"": 5.37, ""d23income"": 5.37, ""d240income"": 5.37, ""d24income"": 5.37, ""d25income"": 5.37, ""d26income"": 5.37, ""d27income"": 5.37, ""d28income"": 5.37, ""d29income"": 5.37, ""d2re"": 50.0, ""d30re"": 0.0, ""d31income"": 5.37, ""d32income"": 5.37, ""d33income"": 5.37, ""d34income"": 5.37, ""d35income"": 5.37, ""d3re"": 0.0, ""d45income"": 5.37, ""d60income"": 5.37, ""d60re"": 0.0, ""d6income"": 5.37, ""d75income"": 5.37, ""d7re"": 0.0, ""d8income"": 5.37, ""d90re"": 0.0, ""d9income"": 5.37, ""ecpm"": 0.0, ""guid"": ""3dde4e9b-e955-824a-90ff-010096168d00"", ""h5landingpageclickrate"": 42.3, ""h5landingpageclicks"": 11.0, ""h5landingpagecompleteview"": 2.0, ""h5landingpagecompleteviewusernum"": 2.0, ""h5landingpageimpressions"": 26.0, ""h5landingpageimpressionusernum"": 16.0, ""impressions"": 0.0, ""ipu"": 34.0, ""ir"": 0.0, ""launchusernum"": 14.0, ""linkclicks"": 0.0, ""newadsincome"": 1.09, ""newarpu"": 0.549, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 1.09, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-02-28,69a18e1a370b4b3f95802e87,putreport,link,15.0,1.0,1.0,,,6.25,0.04,0.43,0.43,0.43,0.43,0.43,0.43,0.43,"{""attributionsuccessrate"": 6.25, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 0.43, ""d11income"": 0.43, ""d120income"": 0.43, ""d12income"": 0.43, ""d13income"": 0.43, ""d14re"": 0.0, ""d150income"": 0.43, ""d15income"": 0.43, ""d16income"": 0.43, ""d17income"": 0.43, ""d180income"": 0.43, ""d18income"": 0.43, ""d19income"": 0.43, ""d1re"": 100.0, ""d20income"": 0.43, ""d21income"": 0.43, ""d22income"": 0.43, ""d23income"": 0.43, ""d240income"": 0.43, ""d24income"": 0.43, ""d25income"": 0.43, ""d26income"": 0.43, ""d27income"": 0.43, ""d28income"": 0.43, ""d29income"": 0.43, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 0.43, ""d32income"": 0.43, ""d33income"": 0.43, ""d34income"": 0.43, ""d35income"": 0.43, ""d3re"": 0.0, ""d45income"": 0.43, ""d60income"": 0.43, ""d60re"": 0.0, ""d6income"": 0.43, ""d75income"": 0.43, ""d7re"": 0.0, ""d8income"": 0.43, ""d90re"": 0.0, ""d9income"": 0.43, ""ecpm"": 0.0, ""guid"": ""65e14e9b-e955-824a-124d-0000e9188d00"", ""h5landingpageclickrate"": 45.0, ""h5landingpageclicks"": 18.0, ""h5landingpagecompleteview"": 4.0, ""h5landingpagecompleteviewusernum"": 4.0, ""h5landingpageimpressions"": 40.0, ""h5landingpageimpressionusernum"": 25.0, ""impressions"": 0.0, ""ipu"": 121.0, ""ir"": 0.0, ""launchusernum"": 16.0, ""linkclicks"": 0.0, ""newadsincome"": 0.04, ""newarpu"": 0.043, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.04, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-03-01,6912db8f2f6a6207884b6fe3,putreport,link,21.0,9.0,9.0,,,69.23,17.31,19.0,21.41,24.46,30.61,31.3,60.41,60.41,"{""attributionsuccessrate"": 69.23, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 1.73, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 28.96, ""d11income"": 30.61, ""d120income"": 60.41, ""d12income"": 30.61, ""d13income"": 30.61, ""d14re"": 0.0, ""d150income"": 60.41, ""d15income"": 30.63, ""d16income"": 30.79, ""d17income"": 30.79, ""d180income"": 60.41, ""d18income"": 30.84, ""d19income"": 30.85, ""d1re"": 66.66, ""d20income"": 30.88, ""d21income"": 30.92, ""d22income"": 30.92, ""d23income"": 30.92, ""d240income"": 60.41, ""d24income"": 30.92, ""d25income"": 31.05, ""d26income"": 31.08, ""d27income"": 31.19, ""d28income"": 31.22, ""d29income"": 31.26, ""d2re"": 55.55, ""d30re"": 11.11, ""d31income"": 31.3, ""d32income"": 31.3, ""d33income"": 31.3, ""d34income"": 31.3, ""d35income"": 39.3, ""d3re"": 44.44, ""d45income"": 55.55, ""d60income"": 60.05, ""d60re"": 11.11, ""d6income"": 22.67, ""d75income"": 60.05, ""d7re"": 33.33, ""d8income"": 27.12, ""d90re"": 0.0, ""d9income"": 28.57, ""ecpm"": 0.0, ""guid"": ""65e14e9b-e955-824a-124d-0000c5188d00"", ""h5landingpageclickrate"": 54.54, ""h5landingpageclicks"": 24.0, ""h5landingpagecompleteview"": 8.0, ""h5landingpagecompleteviewusernum"": 8.0, ""h5landingpageimpressions"": 44.0, ""h5landingpageimpressionusernum"": 33.0, ""impressions"": 0.0, ""ipu"": 334.0, ""ir"": 0.0, ""launchusernum"": 13.0, ""linkclicks"": 0.0, ""newadsincome"": 13.72, ""newarpu"": 1.924, ""newinstallnum"": 9.0, ""newinstallper"": 100.0, ""neworderincome"": 3.59, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 2.0, ""subrate"": 22.22, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 17.31, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-03-01,694bb57cdc661e22c74c4054,putreport,link,1.0,1.0,1.0,,,100.0,6.79,22.52,22.52,22.52,22.52,22.52,22.52,22.52,"{""attributionsuccessrate"": 100.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.67, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d10income"": 22.52, ""d11income"": 22.52, ""d120income"": 22.52, ""d12income"": 22.52, ""d13income"": 22.52, ""d14re"": 0.0, ""d150income"": 22.52, ""d15income"": 22.52, ""d16income"": 22.52, ""d17income"": 22.52, ""d180income"": 22.52, ""d18income"": 22.52, ""d19income"": 22.52, ""d1re"": 100.0, ""d20income"": 22.52, ""d21income"": 22.52, ""d22income"": 22.52, ""d23income"": 22.52, ""d240income"": 22.52, ""d24income"": 22.52, ""d25income"": 22.52, ""d26income"": 22.52, ""d27income"": 22.52, ""d28income"": 22.52, ""d29income"": 22.52, ""d2re"": 0.0, ""d30re"": 0.0, ""d31income"": 22.52, ""d32income"": 22.52, ""d33income"": 22.52, ""d34income"": 22.52, ""d35income"": 22.52, ""d3re"": 0.0, ""d45income"": 22.52, ""d60income"": 22.52, ""d60re"": 0.0, ""d6income"": 22.52, ""d75income"": 22.52, ""d7re"": 0.0, ""d8income"": 22.52, ""d90re"": 0.0, ""d9income"": 22.52, ""ecpm"": 0.0, ""guid"": ""29f24e9b-e955-834a-786a-050026688c00"", ""h5landingpageclickrate"": 100.0, ""h5landingpageclicks"": 4.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 4.0, ""h5landingpageimpressionusernum"": 1.0, ""impressions"": 0.0, ""ipu"": 810.0, ""ir"": 0.0, ""launchusernum"": 1.0, ""linkclicks"": 0.0, ""newadsincome"": 6.79, ""newarpu"": 6.79, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 6.79, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-03-01,6982fe83d511f537f898e65e,putreport,link,3.0,1.0,1.0,,,50.0,0.0,,,,,,,,"{""attributionsuccessrate"": 50.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d14re"": 0.0, ""d1re"": 0.0, ""d2re"": 0.0, ""d30re"": 0.0, ""d3re"": 0.0, ""d60re"": 0.0, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""29f24e9b-e955-834a-786a-050020688c00"", ""h5landingpageclickrate"": 100.0, ""h5landingpageclicks"": 5.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 5.0, ""h5landingpageimpressionusernum"": 3.0, ""impressions"": 0.0, ""ipu"": 0.0, ""ir"": 0.0, ""launchusernum"": 2.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.0, ""newinstallnum"": 1.0, ""newinstallper"": 100.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
2026-03-01,6989be9989171a84dcdeff47,putreport,link,5.0,1.0,1.0,,,50.0,0.0,,,,,,,,"{""attributionsuccessrate"": 50.0, ""callbackcost"": 0.0, ""callbackcostfb"": 0.0, ""callbackcount"": 0.0, ""callbackcountfb"": 0.0, ""clicks"": 0.0, ""copyrightcost"": 0.0, ""cpc"": 0.0, ""cpi"": 0.0, ""cvr"": 0.0, ""cvrall"": 0.0, ""d0"": 0.0, ""d14re"": 0.0, ""d1re"": 0.0, ""d2re"": 0.0, ""d30re"": 0.0, ""d3re"": 0.0, ""d60re"": 0.0, ""d7re"": 0.0, ""d90re"": 0.0, ""ecpm"": 0.0, ""guid"": ""86ed4e9b-e955-7c49-34d0-0100fa008c00"", ""h5landingpageclickrate"": 100.0, ""h5landingpageclicks"": 10.0, ""h5landingpagecompleteview"": 0.0, ""h5landingpagecompleteviewusernum"": 0.0, ""h5landingpageimpressions"": 10.0, ""h5landingpageimpressionusernum"": 5.0, ""impressions"": 0.0, ""ipu"": 1.0, ""ir"": 0.0, ""launchusernum"": 2.0, ""linkclicks"": 0.0, ""newadsincome"": 0.0, ""newarpu"": 0.001, ""newinstallnum"": 0.0, ""newinstallper"": 0.0, ""neworderincome"": 0.0, ""rpspend"": 0.0, ""spend"": 0.0, ""subnumtotal"": 0.0, ""subrate"": 0.0, ""subrefundamt"": 0.0, ""subrefundcnt"": 0.0, ""subrefundunt"": 0.0, ""subrenewunt"": 0.0, ""totalincome"": 0.0, ""video3sper"": 0.0, ""videop100per"": 0.0, ""videop25per"": 0.0, ""videop50per"": 0.0, ""videop75per"": 0.0}"
